ID,YEAR,STATAREA,SPECIES,PROJECT,SAMPLE_SOURCE,SAMPLE_NUMBER,SAMPLE_START_DATE,SAMPLE_END_DATE,ENPRO TAG PLACE NAME,GEAR TYPE 3,STANDARD LENGTH,COLOUR FLESH,WEIGHT DETAILS,CWT TEST,PROJECT TYPE,SET,CATCH DATE END,LIFE STAGE,SCALE FORMAT,SCALE BOOK NUMBER,GEAR TYPE 2,SEX FINAL,CWT TAG CODE,ENPRO SMOLT OR YEARLING,ENPRO RUN NUMBER,MARKS,LENGTH UNKOWN,ORIGIN,FORK LENGTH NF,CATCH DATE START,TAG COLOUR,POH LENGTH,OTOLITH BOX,DNA CONTAINER TYPE,RIVER SEGMENT,ENPRO LOCATIOIN,ENPRO STOCK CODE,RADIO FREQ,MATURITY,SEX EXTERNAL EXAM,RESOLVED AGE,COMMENTS,RECORD FLAGGED,WEIGHT,RECORD FLAGGED COMMENTS,ENPRO LIVE,ENPRO TRANSACTION TYPE,COLOUR SKIN,GIRTH,START TIME,TOTAL LENGTH,DNA CONTAINER,OTOLITH BATCH NUM,SITE RIVER LOCATION,CAPTURE SOURCE DESIGNATION,DNA SPECIMEN NUMBER,SAMPLER,RADIO TAG,HOOK LOCATION,FECUNDITY,KEPT RELEASED,TAG TYPE,ADIPOSE FIN CLIP,SCALE BOOK FORMAT,ENPRO STOCK TYPE,SPAWNED,SCALE FORM,TAG NUM,OTOLITH SPECIMEN,SCALE BOOK SPECIMEN NUM,SUB AREA,ENPRO SOURCE FACILITY,UST DST,MARK TYPE,DNA TISSUE TYPE,VESSEL NAME,FISHERY,POF LENGTH,CAUDAL FIN REMOVED,CWT HEAD LABEL,PRE SPAWNED MORTALITY,FINAL USE DISTRIBUTION,HARVESTED,SEA LICE COUNT,EGG RETENTION,SAMPLING AGENCY,SAMPLE STAGE,CU POPULATION ID,GEAR TYPE 1,RESPONSIBLE SECTOR,FISH CONDITION,PROJECT_1,FISCAL_YEAR,SAMPLE_NUM,SAMPLE_SOURCE_1,LOCATION,GEAR,SPECIES_1,HART_CD,LIFE_HISTORY_STAGE,SAMPLE_START_DT,SAMPLE_END_DT,CONTAINER_LABEL_LAB,CONTAINER_LABEL,SCALE_FORMAT,READING_METHOD,SCALE_CONTAINER_ADDR,AGE,AGE_UOM,AGE_EU,AGE_GR,PART_AGE_CODE,BROOD_YEAR,HATCHERY_SITE_NAME,OTO_SPEC_ID,LAB_NUMBER,BOX_CODE,HATCH_CODE,THERMAL_MARK,OTO_STOCK
1510449,2012,27,124,Marble River Chinook Broodstock,River Assessment,100,17-NOV-12,17-NOV-12,,,,,,not checked,Freshwater,,,adult,5 Down,100307,,Female,,,,,,,,17-Nov-2012,,,110,,Marble River - Chalet Pool,,,,,Female,,,,,,,,,,,,,CN12-034,Marble River,River,,Erin Wright,,,,Kept,,,single,,,,,100,10,,,,ADIPOSE UNCLIPPED,,not applicable,Brood Stock,854,,,,Brood Used,,,,,,,Beach Seine,Hatchery,,MARBLE RIVER CHINOOK - 2012,2012,2012/0487,ESCAPEMENT,MARBLE RIVER,Beach Seine,CHINOOK SALMON,124,Adult,17-NOV-12,17-NOV-12,100307,100307,5 SCALES DOWN PER FISH,Scales,10,04,EU,04,51,,,,118970,CN12-034,110,,Not Marked,
1510498,2012,27,124,Marble River Chinook Broodstock,River Assessment,212,24-NOV-12,24-NOV-12,,,,,,not checked,Freshwater,,,adult,5 Down,92364,,Female,,,,,,,,24-Nov-2012,,,117,,Marble River - Chalet Pool,,,,,Female,,,,,,,,,,,,,CN12-034,Marble River,River,,Andrew Pereboom,,,,Kept,,,single,,,,,11,1,,,,ADIPOSE UNCLIPPED,,not applicable,Brood Stock,820,,,,Brood Used,,,,,,,Beach Seine,Hatchery,,MARBLE RIVER CHINOOK - 2012,2012,2012/0487,ESCAPEMENT,MARBLE RIVER,Beach Seine,CHINOOK SALMON,124,Adult,24-NOV-12,24-NOV-12,92364,92364,5 SCALES DOWN PER FISH,Scales,1,04,EU,04,51,,,,118981,CN12-034,117,,Not Marked,
1510499,2012,27,124,Marble River Chinook Broodstock,River Assessment,213,24-NOV-12,24-NOV-12,,,,,,not checked,Freshwater,,,adult,5 Down,92364,,Female,,,,,,,,24-Nov-2012,,,117,,Marble River - Chalet Pool,,,,,Female,,,,,,,,,,,,,CN12-034,Marble River,River,,Andrew Pereboom,,,,Kept,,,single,,,,,12,2,,,,ADIPOSE UNCLIPPED,,not applicable,Brood Stock,835,,,,Brood Used,,,,,,,Beach Seine,Hatchery,,MARBLE RIVER CHINOOK - 2012,2012,2012/0487,ESCAPEMENT,MARBLE RIVER,Beach Seine,CHINOOK SALMON,124,Adult,24-NOV-12,24-NOV-12,92364,92364,5 SCALES DOWN PER FISH,Scales,2,4,MY,M4,4M,RG,,,118982,CN12-034,117,,Not Marked,
1510500,2012,27,124,Marble River Chinook Broodstock,River Assessment,214,24-NOV-12,24-NOV-12,,,,,,not checked,Freshwater,,,adult,5 Down,92364,,Female,,,,,,,,24-Nov-2012,,,117,,Marble River - Chalet Pool,,,,,Female,,,,,,,,,,,,,CN12-034,Marble River,River,,Andrew Pereboom,,,,Kept,,,single,,,,,13,3,,,,ADIPOSE UNCLIPPED,,not applicable,Brood Stock,784,,,,Brood Used,,,,,,,Beach Seine,Hatchery,,MARBLE RIVER CHINOOK - 2012,2012,2012/0487,ESCAPEMENT,MARBLE RIVER,Beach Seine,CHINOOK SALMON,124,Adult,24-NOV-12,24-NOV-12,92364,92364,5 SCALES DOWN PER FISH,Scales,3,03,EU,03,41,,,,118983,CN12-034,117,,Not Marked,
1510530,2012,27,124,Marble River Chinook Broodstock,River Assessment,215,24-NOV-12,24-NOV-12,,,,,,not checked,Freshwater,,,adult,5 Down,92364,,Female,,,,,,,,24-Nov-2012,,,117,,Marble River - Chalet Pool,,,,,Female,,,,,,,,,,,,,CN12-034,Marble River,River,,Andrew Pereboom,,,,Kept,,,single,,,,,14,4,,,,ADIPOSE UNCLIPPED,,not applicable,Brood Stock,761,,,,Brood Used,,,,,,,Beach Seine,Hatchery,,MARBLE RIVER CHINOOK - 2012,2012,2012/0487,ESCAPEMENT,MARBLE RIVER,Beach Seine,CHINOOK SALMON,124,Adult,24-NOV-12,24-NOV-12,92364,92364,5 SCALES DOWN PER FISH,Scales,4,03,EU,03,41,,,,118984,CN12-034,117,,Not Marked,
1510531,2012,27,124,Marble River Chinook Broodstock,River Assessment,216,24-NOV-12,24-NOV-12,,,,,,not checked,Freshwater,,,adult,5 Down,92364,,Female,,,,,,,,24-Nov-2012,,,117,,Marble River - Chalet Pool,,,,,Female,,,,,,,,,,,,,CN12-034,Marble River,River,,Andrew Pereboom,,,,Kept,,,single,,,,,15,5,,,,ADIPOSE UNCLIPPED,,not applicable,Brood Stock,814,,,,Brood Used,,,,,,,Beach Seine,Hatchery,,MARBLE RIVER CHINOOK - 2012,2012,2012/0487,ESCAPEMENT,MARBLE RIVER,Beach Seine,CHINOOK SALMON,124,Adult,24-NOV-12,24-NOV-12,92364,92364,5 SCALES DOWN PER FISH,Scales,5,03,EU,03,41,,,,118985,CN12-034,117,,Not Marked,
1510532,2012,27,124,Marble River Chinook Broodstock,River Assessment,217,24-NOV-12,24-NOV-12,,,,,,not checked,Freshwater,,,adult,5 Down,92364,,Female,,,,,,,,24-Nov-2012,,,117,,Marble River - Chalet Pool,,,,,Female,,,,,,,,,,,,,CN12-034,Marble River,River,,Andrew Pereboom,,,,Kept,,,single,,,,,16,6,,,,ADIPOSE UNCLIPPED,,not applicable,Brood Stock,842,,,,Brood Used,,,,,,,Beach Seine,Hatchery,,MARBLE RIVER CHINOOK - 2012,2012,2012/0487,ESCAPEMENT,MARBLE RIVER,Beach Seine,CHINOOK SALMON,124,Adult,24-NOV-12,24-NOV-12,92364,92364,5 SCALES DOWN PER FISH,Scales,6,04,EU,04,51,,,,118986,CN12-034,117,,Not Marked,
1510533,2012,27,124,Marble River Chinook Broodstock,River Assessment,218,24-NOV-12,24-NOV-12,,,,,,not checked,Freshwater,,,adult,5 Down,92364,,Female,,,,,,,,24-Nov-2012,,,117,,Marble River - Chalet Pool,,,,,Female,,,,,,,,,,,,,CN12-034,Marble River,River,,Andrew Pereboom,,,,Kept,,,single,,,,,17,7,,,,ADIPOSE UNCLIPPED,,not applicable,Brood Stock,758,,,,Brood Used,,,,,,,Beach Seine,Hatchery,,MARBLE RIVER CHINOOK - 2012,2012,2012/0487,ESCAPEMENT,MARBLE RIVER,Beach Seine,CHINOOK SALMON,124,Adult,24-NOV-12,24-NOV-12,92364,92364,5 SCALES DOWN PER FISH,Scales,7,03,EU,03,41,,,,118987,CN12-034,117,,Not Marked,
1510534,2012,27,124,Marble River Chinook Broodstock,River Assessment,219,24-NOV-12,24-NOV-12,,,,,,not checked,Freshwater,,,adult,5 Down,92364,,Female,,,,,,,,24-Nov-2012,,,117,,Marble River - Chalet Pool,,,,,Female,,,,,,,,,,,,,CN12-034,Marble River,River,,Andrew Pereboom,,,,Kept,,,single,,,,,18,8,,,,ADIPOSE UNCLIPPED,,not applicable,Brood Stock,860,,,,Brood Used,,,,,,,Beach Seine,Hatchery,,MARBLE RIVER CHINOOK - 2012,2012,2012/0487,ESCAPEMENT,MARBLE RIVER,Beach Seine,CHINOOK SALMON,124,Adult,24-NOV-12,24-NOV-12,92364,92364,5 SCALES DOWN PER FISH,Scales,8,04,EU,04,51,,,,118988,CN12-034,117,,Not Marked,
1510535,2012,27,124,Marble River Chinook Broodstock,River Assessment,220,24-NOV-12,24-NOV-12,,,,,,not checked,Freshwater,,,adult,5 Down,92364,,Female,,,,,,,,24-Nov-2012,,,117,,Marble River - Chalet Pool,,,,,Female,,,,,,,,,,,,,CN12-034,Marble River,River,,Andrew Pereboom,,,,Kept,,,single,,,,,19,9,,,,ADIPOSE UNCLIPPED,,not applicable,Brood Stock,818,,,,Brood Used,,,,,,,Beach Seine,Hatchery,,MARBLE RIVER CHINOOK - 2012,2012,2012/0487,ESCAPEMENT,MARBLE RIVER,Beach Seine,CHINOOK SALMON,124,Adult,24-NOV-12,24-NOV-12,92364,92364,5 SCALES DOWN PER FISH,Scales,9,04,EU,04,51,,,,118989,CN12-034,117,,Not Marked,
1510536,2012,27,124,Marble River Chinook Broodstock,River Assessment,221,24-NOV-12,24-NOV-12,,,,,,not checked,Freshwater,,,adult,5 Down,92364,,Female,,,,,,,,24-Nov-2012,,,117,,Marble River - Chalet Pool,,,,,Female,,,,,,,,,,,,,CN12-034,Marble River,River,,Andrew Pereboom,,,,Kept,,,single,,,,,20,10,,,,ADIPOSE UNCLIPPED,,not applicable,Brood Stock,825,,,,Brood Used,,,,,,,Beach Seine,Hatchery,,MARBLE RIVER CHINOOK - 2012,2012,2012/0487,ESCAPEMENT,MARBLE RIVER,Beach Seine,CHINOOK SALMON,124,Adult,24-NOV-12,24-NOV-12,92364,92364,5 SCALES DOWN PER FISH,Scales,10,04,EU,04,51,,,,118990,CN12-034,117,,Not Marked,
1510537,2012,27,124,Marble River Chinook Broodstock,River Assessment,222,24-NOV-12,24-NOV-12,,,,,,not checked,Freshwater,,,adult,5 Down,92365,,Female,,,,,,,,24-Nov-2012,,,117,,Marble River - Chalet Pool,,,,,Female,,,,,,,,,,,,,CN12-034,Marble River,River,,Andrew Pereboom,,,,Kept,,,single,,,,,21,1,,,,ADIPOSE UNCLIPPED,,not applicable,Brood Stock,815,,,,Brood Used,,,,,,,Beach Seine,Hatchery,,MARBLE RIVER CHINOOK - 2012,2012,2012/0487,ESCAPEMENT,MARBLE RIVER,Beach Seine,CHINOOK SALMON,124,Adult,24-NOV-12,30-NOV-12,92365,92365,5 SCALES DOWN PER FISH,Scales,1,04,EU,04,51,,,,118991,CN12-034,117,,Not Marked,
1510538,2012,27,124,Marble River Chinook Broodstock,River Assessment,223,24-NOV-12,24-NOV-12,,,,,,not checked,Freshwater,,,adult,5 Down,92365,,Female,,,,,,,,24-Nov-2012,,,117,,Marble River - Chalet Pool,,,,,Female,,,,,,,,,,,,,CN12-034,Marble River,River,,Andrew Pereboom,,,,Kept,,,single,,,,,22,2,,,,ADIPOSE UNCLIPPED,,not applicable,Brood Stock,873,,,,Brood Used,,,,,,,Beach Seine,Hatchery,,MARBLE RIVER CHINOOK - 2012,2012,2012/0487,ESCAPEMENT,MARBLE RIVER,Beach Seine,CHINOOK SALMON,124,Adult,24-NOV-12,30-NOV-12,92365,92365,5 SCALES DOWN PER FISH,Scales,2,04,EU,04,51,,,,118992,CN12-034,117,,Not Marked,
1510539,2012,27,124,Marble River Chinook Broodstock,River Assessment,224,24-NOV-12,24-NOV-12,,,,,,not checked,Freshwater,,,adult,5 Down,92365,,Female,,,,,,,,24-Nov-2012,,,117,,Marble River - Chalet Pool,,,,,Female,,,,,,,,,,,,,CN12-034,Marble River,River,,Andrew Pereboom,,,,Kept,,,single,,,,,23,3,,,,ADIPOSE UNCLIPPED,,not applicable,Brood Stock,858,,,,Brood Used,,,,,,,Beach Seine,Hatchery,,MARBLE RIVER CHINOOK - 2012,2012,2012/0487,ESCAPEMENT,MARBLE RIVER,Beach Seine,CHINOOK SALMON,124,Adult,24-NOV-12,30-NOV-12,92365,92365,5 SCALES DOWN PER FISH,Scales,3,04,EU,04,51,,,,118993,CN12-034,117,,Not Marked,
1510571,2012,27,124,Marble River Chinook Broodstock,River Assessment,225,24-NOV-12,24-NOV-12,,,,,,not checked,Freshwater,,,adult,5 Down,92365,,Female,,,,,,,,24-Nov-2012,,,117,,Marble River - Chalet Pool,,,,,Female,,,,,,,,,,,,,CN12-034,Marble River,River,,Andrew Pereboom,,,,Kept,,,single,,,,,24,4,,,,ADIPOSE UNCLIPPED,,not applicable,Brood Stock,859,,,,Brood Used,,,,,,,Beach Seine,Hatchery,,MARBLE RIVER CHINOOK - 2012,2012,2012/0487,ESCAPEMENT,MARBLE RIVER,Beach Seine,CHINOOK SALMON,124,Adult,24-NOV-12,30-NOV-12,92365,92365,5 SCALES DOWN PER FISH,Scales,4,04,EU,04,51,,,,118994,CN12-034,117,,Not Marked,
1510653,2012,27,124,Marble River Chinook Broodstock,River Assessment,247,02-DEC-12,02-DEC-12,,,,,,not checked,Freshwater,,,adult,5 Down,92367,,Female,,,,,,,,02-Dec-2012,,,117,,Marble River - Chalet Pool,,,,,Female,,,,,,,,,,,,,CN12-034,Marble River,River,,Andrew Pereboom,,,,Kept,,,single,,,,,46,6,,,,ADIPOSE UNCLIPPED,,not applicable,Brood Stock,887,,,,Brood Used,,,,,,,Beach Seine,Hatchery,,MARBLE RIVER CHINOOK - 2012,2012,2012/0487,ESCAPEMENT,MARBLE RIVER,Beach Seine,CHINOOK SALMON,124,Adult,02-DEC-12,02-DEC-12,92367,92367,5 SCALES DOWN PER FISH,Scales,6,04,EU,04,51,,,,119016,CN12-034,117,,Not Marked,
1510654,2012,27,124,Marble River Chinook Broodstock,River Assessment,248,02-DEC-12,02-DEC-12,,,,,,not checked,Freshwater,,,adult,5 Down,92367,,Female,,,,,,,,02-Dec-2012,,,117,,Marble River - Chalet Pool,,,,,Female,,,,,,,,,,,,,CN12-034,Marble River,River,,Andrew Pereboom,,,,Kept,,,single,,,,,47,7,,,,ADIPOSE UNCLIPPED,,not applicable,Brood Stock,831,,,,Brood Used,,,,,,,Beach Seine,Hatchery,,MARBLE RIVER CHINOOK - 2012,2012,2012/0487,ESCAPEMENT,MARBLE RIVER,Beach Seine,CHINOOK SALMON,124,Adult,02-DEC-12,02-DEC-12,92367,92367,5 SCALES DOWN PER FISH,Scales,7,4,MY,M4,4M,RG,,,119017,CN12-034,117,,Not Marked,
1510655,2012,27,124,Marble River Chinook Broodstock,River Assessment,249,02-DEC-12,02-DEC-12,,,,,,not checked,Freshwater,,,adult,5 Down,92367,,Female,,,,,,,,02-Dec-2012,,,117,,Marble River - Chalet Pool,,,,,Female,,,,,,,,,,,,,CN12-034,Marble River,River,,Andrew Pereboom,,,,Kept,,,single,,,,,48,8,,,,ADIPOSE UNCLIPPED,,not applicable,Brood Stock,909,,,,Brood Used,,,,,,,Beach Seine,Hatchery,,MARBLE RIVER CHINOOK - 2012,2012,2012/0487,ESCAPEMENT,MARBLE RIVER,Beach Seine,CHINOOK SALMON,124,Adult,02-DEC-12,02-DEC-12,92367,92367,5 SCALES DOWN PER FISH,Scales,8,04,EU,04,51,,,,119018,CN12-034,117,,Not Marked,
1510076,2012,27,124,Marble River Chinook Broodstock,River Assessment,263,02-DEC-12,02-DEC-12,,,,,,not checked,Freshwater,,,adult,5 Down,92370,,Female,,,,,,,,02-Dec-2012,,,117,,Marble River - Chalet Pool,,,,,Female,,,,,,,,,,,,,CN12-034,Marble River,River,,Andrew Pereboom,,,,Kept,,,single,,,,,62,2,,,,ADIPOSE UNCLIPPED,,not applicable,Brood Stock,844,,,,Brood Used,,,,,,,Beach Seine,Hatchery,,MARBLE RIVER CHINOOK - 2012,2012,2012/0487,ESCAPEMENT,MARBLE RIVER,Beach Seine,CHINOOK SALMON,124,Adult,02-DEC-12,02-DEC-12,92370,92370,5 SCALES DOWN PER FISH,Scales,2,04,EU,04,51,,,,119032,CN12-034,117,,Not Marked,
1510077,2012,27,124,Marble River Chinook Broodstock,River Assessment,264,02-DEC-12,02-DEC-12,,,,,,not checked,Freshwater,,,adult,5 Down,92370,,Female,,,,,,,,02-Dec-2012,,,117,,Marble River - Chalet Pool,,,,,Female,,,,,,,,,,,,,CN12-034,Marble River,River,,Andrew Pereboom,,,,Kept,,,single,,,,,63,3,,,,ADIPOSE UNCLIPPED,,not applicable,Brood Stock,787,,,,Brood Used,,,,,,,Beach Seine,Hatchery,,MARBLE RIVER CHINOOK - 2012,2012,2012/0487,ESCAPEMENT,MARBLE RIVER,Beach Seine,CHINOOK SALMON,124,Adult,02-DEC-12,02-DEC-12,92370,92370,5 SCALES DOWN PER FISH,Scales,3,03,EU,03,41,,,,119033,CN12-034,117,,Not Marked,
1510108,2012,27,124,Marble River Chinook Broodstock,River Assessment,265,02-DEC-12,02-DEC-12,,,,,,not checked,Freshwater,,,adult,5 Down,92370,,Female,,,,,,,,02-Dec-2012,,,117,,Marble River - Chalet Pool,,,,,Female,,,,,,,,,,,,,CN12-034,Marble River,River,,Andrew Pereboom,,,,Kept,,,single,,,,,64,4,,,,ADIPOSE UNCLIPPED,,not applicable,Brood Stock,878,,,,Brood Used,,,,,,,Beach Seine,Hatchery,,MARBLE RIVER CHINOOK - 2012,2012,2012/0487,ESCAPEMENT,MARBLE RIVER,Beach Seine,CHINOOK SALMON,124,Adult,02-DEC-12,02-DEC-12,92370,92370,5 SCALES DOWN PER FISH,Scales,4,04,EU,04,51,,,,119034,CN12-034,117,,Not Marked,
1510099,2012,27,124,Marble River Chinook Broodstock,River Assessment,266,02-DEC-12,02-DEC-12,,,,,,not checked,Freshwater,,,adult,5 Down,92370,,Female,,,,,,,,02-Dec-2012,,,117,,Marble River - Chalet Pool,,,,,Female,,,,,,,,,,,,,CN12-034,Marble River,River,,Andrew Pereboom,,,,Kept,,,single,,,,,65,5,,,,ADIPOSE UNCLIPPED,,not applicable,Brood Stock,842,,,,Brood Used,,,,,,,Beach Seine,Hatchery,,MARBLE RIVER CHINOOK - 2012,2012,2012/0487,ESCAPEMENT,MARBLE RIVER,Beach Seine,CHINOOK SALMON,124,Adult,02-DEC-12,02-DEC-12,92370,92370,5 SCALES DOWN PER FISH,Scales,5,04,EU,04,51,,,,119035,CN12-034,117,,Not Marked,
1510105,2012,27,124,Marble River Chinook Broodstock,River Assessment,272,02-DEC-12,02-DEC-12,,,,,,not checked,Freshwater,,,adult,5 Down,92372,,Female,,,,,,,,02-Dec-2012,,,117,,Marble River - Chalet Pool,,,,,Female,,,,,,,,,,,,,CN12-034,Marble River,River,,Andrew Pereboom,,,,Kept,,,single,,,,,71,1,,,,ADIPOSE UNCLIPPED,,not applicable,Brood Stock,747,,,,Brood Used,,,,,,,Beach Seine,Hatchery,,MARBLE RIVER CHINOOK - 2012,2012,2012/0487,ESCAPEMENT,MARBLE RIVER,Beach Seine,CHINOOK SALMON,124,Adult,02-DEC-12,02-DEC-12,92372,92372,5 SCALES DOWN PER FISH,Scales,1,03,EU,03,41,,,,119041,CN12-034,117,,Not Marked,
1510106,2012,27,124,Marble River Chinook Broodstock,River Assessment,273,02-DEC-12,02-DEC-12,,,,,,not checked,Freshwater,,,adult,5 Down,92372,,Female,,,,,,,,02-Dec-2012,,,117,,Marble River - Chalet Pool,,,,,Female,,,,,,,,,,,,,CN12-034,Marble River,River,,Andrew Pereboom,,,,Kept,,,single,,,,,72,2,,,,ADIPOSE UNCLIPPED,,not applicable,Brood Stock,837,,,,Brood Used,,,,,,,Beach Seine,Hatchery,,MARBLE RIVER CHINOOK - 2012,2012,2012/0487,ESCAPEMENT,MARBLE RIVER,Beach Seine,CHINOOK SALMON,124,Adult,02-DEC-12,02-DEC-12,92372,92372,5 SCALES DOWN PER FISH,Scales,2,03,EU,03,41,,,,119042,CN12-034,117,,Not Marked,
1510107,2012,27,124,Marble River Chinook Broodstock,River Assessment,274,02-DEC-12,02-DEC-12,,,,,,not checked,Freshwater,,,adult,5 Down,92372,,Female,,,,,,,,02-Dec-2012,,,117,,Marble River - Chalet Pool,,,,,Female,,,,,,,,,,,,,CN12-034,Marble River,River,,Andrew Pereboom,,,,Kept,,,single,,,,,73,3,,,,ADIPOSE UNCLIPPED,,not applicable,Brood Stock,831,,,,Brood Used,,,,,,,Beach Seine,Hatchery,,MARBLE RIVER CHINOOK - 2012,2012,2012/0487,ESCAPEMENT,MARBLE RIVER,Beach Seine,CHINOOK SALMON,124,Adult,02-DEC-12,02-DEC-12,92372,92372,5 SCALES DOWN PER FISH,Scales,3,04,EU,04,51,,,,119043,CN12-034,117,,Not Marked,
1510138,2012,27,124,Marble River Chinook Broodstock,River Assessment,275,02-DEC-12,02-DEC-12,,,,,,not checked,Freshwater,,,adult,5 Down,92372,,Female,,,,,,,,02-Dec-2012,,,117,,Marble River - Chalet Pool,,,,,Female,,,,,,,,,,,,,CN12-034,Marble River,River,,Andrew Pereboom,,,,Kept,,,single,,,,,74,4,,,,ADIPOSE UNCLIPPED,,not applicable,Brood Stock,842,,,,Brood Used,,,,,,,Beach Seine,Hatchery,,MARBLE RIVER CHINOOK - 2012,2012,2012/0487,ESCAPEMENT,MARBLE RIVER,Beach Seine,CHINOOK SALMON,124,Adult,02-DEC-12,02-DEC-12,92372,92372,5 SCALES DOWN PER FISH,Scales,4,04,EU,04,51,,,,119044,CN12-034,117,,Not Marked,
1510109,2012,27,124,Marble River Chinook Broodstock,River Assessment,276,02-DEC-12,02-DEC-12,,,,,,not checked,Freshwater,,,adult,5 Down,92372,,Female,,,,,,,,02-Dec-2012,,,117,,Marble River - Chalet Pool,,,,,Female,,,,,,,,,,,,,CN12-034,Marble River,River,,Andrew Pereboom,,,,Kept,,,single,,,,,75,5,,,,ADIPOSE UNCLIPPED,,not applicable,Brood Stock,859,,,,Brood Used,,,,,,,Beach Seine,Hatchery,,MARBLE RIVER CHINOOK - 2012,2012,2012/0487,ESCAPEMENT,MARBLE RIVER,Beach Seine,CHINOOK SALMON,124,Adult,02-DEC-12,02-DEC-12,92372,92372,5 SCALES DOWN PER FISH,Scales,5,04,EU,04,51,,,,119045,CN12-034,117,,Not Marked,
1510115,2012,27,124,Marble River Chinook Broodstock,River Assessment,282,02-DEC-12,02-DEC-12,,,,,,not checked,Freshwater,,,adult,5 Down,92373,,Female,,,,,,,,02-Dec-2012,,,117,,Marble River - Chalet Pool,,,,,Female,,,,,,,,,,,,,CN12-034,Marble River,River,,Andrew Pereboom,,,,Kept,,,single,,,,,81,1,,,,ADIPOSE UNCLIPPED,,not applicable,Brood Stock,706,,,,Brood Used,,,,,,,Beach Seine,Hatchery,,MARBLE RIVER CHINOOK - 2012,2012,2012/0487,ESCAPEMENT,MARBLE RIVER,Beach Seine,CHINOOK SALMON,124,Adult,02-DEC-12,02-DEC-12,92373,92373,5 SCALES DOWN PER FISH,Scales,1,03,EU,03,41,,,,119051,CN12-034,117,,Not Marked,
1510116,2012,27,124,Marble River Chinook Broodstock,River Assessment,283,02-DEC-12,02-DEC-12,,,,,,not checked,Freshwater,,,adult,5 Down,92373,,Female,,,,,,,,02-Dec-2012,,,117,,Marble River - Chalet Pool,,,,,Female,,,,,,,,,,,,,CN12-034,Marble River,River,,Andrew Pereboom,,,,Kept,,,single,,,,,82,2,,,,ADIPOSE UNCLIPPED,,not applicable,Brood Stock,826,,,,Brood Used,,,,,,,Beach Seine,Hatchery,,MARBLE RIVER CHINOOK - 2012,2012,2012/0487,ESCAPEMENT,MARBLE RIVER,Beach Seine,CHINOOK SALMON,124,Adult,02-DEC-12,02-DEC-12,92373,92373,5 SCALES DOWN PER FISH,Scales,2,04,EU,04,51,,,,119052,CN12-034,117,,Not Marked,
1510148,2012,27,124,Marble River Chinook Broodstock,River Assessment,285,02-DEC-12,02-DEC-12,,,,,,not checked,Freshwater,,,adult,5 Down,92373,,Female,,,,,,,,02-Dec-2012,,,117,,Marble River - Chalet Pool,,,,,Female,,,,,,,,,,,,,CN12-034,Marble River,River,,Andrew Pereboom,,,,Kept,,,single,,,,,84,4,,,,ADIPOSE UNCLIPPED,,not applicable,Brood Stock,811,,,,Brood Used,,,,,,,Beach Seine,Hatchery,,MARBLE RIVER CHINOOK - 2012,2012,2012/0487,ESCAPEMENT,MARBLE RIVER,Beach Seine,CHINOOK SALMON,124,Adult,02-DEC-12,02-DEC-12,92373,92373,5 SCALES DOWN PER FISH,Scales,4,03,EU,03,41,,,,119054,CN12-034,117,,Not Marked,
1510139,2012,27,124,Marble River Chinook Broodstock,River Assessment,286,02-DEC-12,02-DEC-12,,,,,,not checked,Freshwater,,,adult,5 Down,92373,,Female,,,,,,,,02-Dec-2012,,,117,,Marble River - Chalet Pool,,,,,Female,,,,,,,,,,,,,CN12-034,Marble River,River,,Andrew Pereboom,,,,Kept,,,single,,,,,85,5,,,,ADIPOSE UNCLIPPED,,not applicable,Brood Stock,761,,,,Brood Used,,,,,,,Beach Seine,Hatchery,,MARBLE RIVER CHINOOK - 2012,2012,2012/0487,ESCAPEMENT,MARBLE RIVER,Beach Seine,CHINOOK SALMON,124,Adult,02-DEC-12,02-DEC-12,92373,92373,5 SCALES DOWN PER FISH,Scales,5,03,EU,03,41,,,,119055,CN12-034,117,,Not Marked,
1510450,2012,27,124,Marble River Chinook Broodstock,River Assessment,101,17-NOV-12,17-NOV-12,,,,,,not checked,Freshwater,,,adult,5 Down,100306,,Female,,,,,,,,17-Nov-2012,,,204,,Marble River - Chalet Pool,,,,,Female,,,,,,,,,,,,,CN12-034,Marble River,River,,Erin Wright,,,,Kept,,,single,,,,,1,1,,,,ADIPOSE UNCLIPPED,,not applicable,Brood Stock,770,,,,Brood Used,,,,,,,Beach Seine,Hatchery,,MARBLE RIVER CHINOOK - 2012,2012,2012/0487,ESCAPEMENT,MARBLE RIVER,Beach Seine,CHINOOK SALMON,124,Adult,17-NOV-12,17-NOV-12,100306,100306,5 SCALES DOWN PER FISH,Scales,1,3,MY,M3,3M,W,,,119071,CN12-034,204,,Not Marked,
